order_id,customer_id,order_amount,customer_email,payment_method,country_code,order_timestamp
ORD-000020,CUST-7304,196.99,user_3835@example.com,PAYPAL,FR,2026-08-01T10:25:04
ORD-000021,CUST-2876,344.04,user_4399@example.com,PAYPAL,UK,2026-08-01T14:03:41
ORD-000022,CUST-5808,223.03,user_3717@example.com,CREDIT_CARD,UK,2026-08-02T04:13:32
ORD-000023,CUST-3927,258.76,user_872@example.com,PAYPAL,FR,2026-08-02T08:10:18
ORD-000024,CUST-4258,84.89,user_1324@example.com,CREDIT_CARD,FR,2026-08-01T21:48:07
ORD-000025,CUST-9005,19.54,user_2974@example.com,PAYPAL,CA,2026-08-01T12:06:32
ORD-000026,CUST-4946,440.22,user_646@example.com,CREDIT_CARD,DE,2026-08-01T12:31:11
ORD-000027,CUST-9727,385.26,user_1052@example.com,APPLE_PAY,FR,2026-08-01T16:00:43
ORD-000028,CUST-5342,268.56,user_4970@example.com,APPLE_PAY,CA,2026-08-02T05:38:06
ORD-000029,CUST-4295,359.34,user_3269@example.com,PAYPAL,DE,2026-08-02T04:50:39
ORD-000030,CUST-8397,69.29,user_1841@example.com,CREDIT_CARD,UK,2026-08-01T10:45:57
ORD-000031,CUST-4770,298.34,user_59@example.com,CREDIT_CARD,US,2026-08-01T18:20:07
ORD-000032,CUST-2104,453.66,user_2707@example.com,CREDIT_CARD,FR,2026-08-01T18:39:55
ORD-000033,CUST-5562,337.8,user_1756@example.com,DEBIT_CARD,FR,2026-08-02T06:58:45
ORD-000034,CUST-8744,129.07,user_3875@example.com,APPLE_PAY,CA,2026-08-01T13:26:03
ORD-000035,CUST-2588,332.9,user_2903@example.com,APPLE_PAY,DE,2026-08-02T03:00:13
ORD-000036,CUST-1887,339.95,user_807@example.com,CREDIT_CARD,DE,2026-08-01T22:21:13
ORD-000037,CUST-2790,131.84,user_1559@example.com,APPLE_PAY,CA,2026-08-02T01:21:36
ORD-000038,CUST-4006,146.49,user_2047@example.com,CREDIT_CARD,DE,2026-08-02T06:02:12
ORD-000039,CUST-2604,34.79,user_4429@example.com,CREDIT_CARD,US,2026-08-01T18:36:22
ORD-000040,CUST-3724,209.14,user_3944@example.com,DEBIT_CARD,DE,2026-08-01T12:08:05
ORD-000041,CUST-3697,195.7,user_3199@example.com,PAYPAL,DE,2026-08-01T20:23:08
ORD-000042,CUST-7930,351.33,user_4553@example.com,APPLE_PAY,CA,2026-08-01T16:54:50
ORD-000043,CUST-5861,116.67,user_480@example.com,CREDIT_CARD,UK,2026-08-01T12:04:52
ORD-000044,CUST-1821,296.25,user_4120@example.com,DEBIT_CARD,US,2026-08-02T04:29:22
ORD-000045,CUST-2312,427.16,user_562@example.com,CREDIT_CARD,CA,2026-08-02T00:42:03
ORD-000046,CUST-2964,471.38,user_4667@example.com,DEBIT_CARD,FR,2026-08-02T07:38:44
ORD-000047,CUST-1651,313.5,user_3435@example.com,PAYPAL,UK,2026-08-01T17:26:12
ORD-000048,CUST-6147,126.96,user_3243@example.com,DEBIT_CARD,UK,2026-08-02T02:38:49
ORD-000049,CUST-6180,465.22,user_595@example.com,CREDIT_CARD,DE,2026-08-02T08:36:56
ORD-000050,CUST-2638,45.9,user_1747@example.com,PAYPAL,CA,2026-08-01T22:42:25
ORD-000051,CUST-2127,440.84,user_3028@example.com,PAYPAL,CA,2026-08-02T01:57:13
ORD-000052,CUST-9900,354.73,user_4334@example.com,CREDIT_CARD,FR,2026-08-01T20:54:00
ORD-000053,CUST-2697,470.08,user_1101@example.com,PAYPAL,US,2026-08-01T13:53:49
ORD-000054,CUST-3546,143.45,user_4955@example.com,DEBIT_CARD,UK,2026-08-01T17:24:45
ORD-000055,CUST-5325,257.65,user_2058@example.com,CREDIT_CARD,US,2026-08-02T09:05:36
ORD-000056,CUST-7939,416.38,user_362@example.com,CREDIT_CARD,UK,2026-08-01T14:45:46
ORD-000057,CUST-5291,89.18,user_3620@example.com,APPLE_PAY,FR,2026-08-01T10:21:07
ORD-000058,CUST-2832,46.87,user_1222@example.com,CREDIT_CARD,UK,2026-08-02T07:12:30
ORD-000059,CUST-3426,220.6,user_343@example.com,PAYPAL,UK,2026-08-01T11:27:09
ORD-000060,CUST-6862,112.94,user_2045@example.com,CREDIT_CARD,UK,2026-08-02T06:23:05
ORD-000061,CUST-7658,487.18,user_1267@example.com,DEBIT_CARD,CA,2026-08-01T16:26:46
ORD-000062,CUST-7755,22.15,user_2722@example.com,APPLE_PAY,CA,2026-08-01T19:42:50
ORD-000063,CUST-3608,395.81,user_886@example.com,APPLE_PAY,US,2026-08-02T03:08:14
ORD-000064,CUST-4644,107.79,user_3771@example.com,PAYPAL,UK,2026-08-01T18:17:11
ORD-000065,CUST-4652,21.6,user_1583@example.com,APPLE_PAY,UK,2026-08-01T20:08:37
ORD-000066,CUST-2137,483.78,user_2287@example.com,PAYPAL,FR,2026-08-02T00:33:06
ORD-000067,CUST-9785,172.26,user_227@example.com,CREDIT_CARD,UK,2026-08-01T16:30:05
ORD-000068,CUST-5349,28.75,user_4888@example.com,APPLE_PAY,UK,2026-08-01T21:25:14
ORD-000069,CUST-8149,307.04,user_4190@example.com,CREDIT_CARD,DE,2026-08-02T06:59:34
ORD-000070,CUST-4114,134.81,user_3573@example.com,CREDIT_CARD,FR,2026-08-02T05:36:15
ORD-000071,CUST-4228,188.47,user_574@example.com,PAYPAL,FR,2026-08-01T21:25:45
ORD-000072,CUST-3041,362.68,user_2461@example.com,PAYPAL,DE,2026-08-01T21:52:33
ORD-000073,CUST-7592,351.63,user_4542@example.com,DEBIT_CARD,CA,2026-08-02T01:18:28
ORD-000074,CUST-7211,341.89,user_1426@example.com,PAYPAL,DE,2026-08-02T05:56:59
ORD-000075,CUST-1006,158.9,user_1722@example.com,APPLE_PAY,FR,2026-08-02T08:05:16
ORD-000076,CUST-6279,237.84,user_3623@example.com,DEBIT_CARD,FR,2026-08-02T03:13:41
ORD-000077,CUST-3780,332.84,user_2325@example.com,PAYPAL,US,2026-08-01T18:33:04
ORD-000078,CUST-6085,120.07,user_1632@example.com,DEBIT_CARD,US,2026-08-01T11:40:57
ORD-000079,CUST-5011,492.13,user_597@example.com,APPLE_PAY,DE,2026-08-02T08:55:44
ORD-000080,CUST-4185,361.99,user_3146@example.com,APPLE_PAY,DE,2026-08-01T18:52:59
ORD-000081,CUST-3417,331.47,user_46@example.com,CREDIT_CARD,DE,2026-08-01T17:58:03
ORD-000082,CUST-3881,404.01,user_4244@example.com,APPLE_PAY,US,2026-08-02T06:17:40
ORD-000083,CUST-5082,459.56,user_995@example.com,APPLE_PAY,CA,2026-08-02T02:55:01
ORD-000084,CUST-9702,494.07,user_4878@example.com,PAYPAL,DE,2026-08-02T08:18:21
ORD-000085,CUST-9270,219.1,user_4489@example.com,APPLE_PAY,CA,2026-08-02T03:16:56
ORD-000086,CUST-8373,137.0,user_2026@example.com,PAYPAL,FR,2026-08-02T03:38:37
ORD-000087,CUST-4919,144.55,user_635@example.com,PAYPAL,CA,2026-08-01T19:53:34
ORD-000088,CUST-6502,166.66,user_4425@example.com,CREDIT_CARD,CA,2026-08-01T15:29:29
ORD-000089,CUST-4788,197.69,user_1252@example.com,DEBIT_CARD,US,2026-08-02T01:06:17
ORD-000090,CUST-7678,172.13,user_3817@example.com,APPLE_PAY,US,2026-08-01T17:31:50
ORD-000091,CUST-7883,200.84,user_4785@example.com,CREDIT_CARD,FR,2026-08-01T23:50:57
ORD-000092,CUST-8814,12.89,user_2882@example.com,PAYPAL,DE,2026-08-02T01:15:21
ORD-000093,CUST-9818,376.28,user_4474@example.com,DEBIT_CARD,DE,2026-08-01T17:59:20
ORD-000094,CUST-5471,223.56,user_238@example.com,APPLE_PAY,UK,2026-08-02T00:43:14
ORD-000095,CUST-3704,421.85,user_1046@example.com,CREDIT_CARD,DE,2026-08-02T07:33:00
ORD-000096,CUST-1444,51.13,user_3512@example.com,DEBIT_CARD,DE,2026-08-01T16:36:59
ORD-000097,CUST-1823,137.48,user_2682@example.com,DEBIT_CARD,DE,2026-08-01T21:54:00
ORD-000098,CUST-6529,383.0,user_3106@example.com,PAYPAL,DE,2026-08-01T19:11:05
ORD-000099,CUST-2341,240.45,user_4419@example.com,CREDIT_CARD,UK,2026-08-01T18:09:49
ORD-000100,CUST-2124,392.8,user_330@example.com,CREDIT_CARD,CA,2026-08-01T17:15:30
ORD-000101,CUST-1333,314.45,user_1955@example.com,DEBIT_CARD,DE,2026-08-01T14:09:53
ORD-000102,CUST-4571,237.87,user_2100@example.com,PAYPAL,CA,2026-08-02T08:03:35
ORD-000103,CUST-2876,391.12,user_1342@example.com,PAYPAL,US,2026-08-02T07:04:09
ORD-000104,CUST-1420,465.15,user_4717@example.com,APPLE_PAY,DE,2026-08-01T17:13:15
ORD-000105,CUST-2245,300.13,user_1990@example.com,CREDIT_CARD,UK,2026-08-02T07:51:37
ORD-000106,CUST-2983,400.15,user_4637@example.com,CREDIT_CARD,UK,2026-08-02T05:23:47
ORD-000107,CUST-8018,334.15,user_565@example.com,PAYPAL,US,2026-08-02T01:17:37
ORD-000108,CUST-9031,61.71,user_2968@example.com,APPLE_PAY,CA,2026-08-02T01:51:20
ORD-000109,CUST-3885,369.56,user_2213@example.com,APPLE_PAY,DE,2026-08-02T01:51:31
ORD-000110,CUST-5397,167.93,user_2012@example.com,CREDIT_CARD,UK,2026-08-02T02:24:47
ORD-000111,CUST-4995,377.73,user_4669@example.com,APPLE_PAY,UK,2026-08-01T11:02:41
ORD-000112,CUST-9098,426.97,user_1490@example.com,APPLE_PAY,CA,2026-08-01T22:55:07
ORD-000113,CUST-5232,176.77,user_4884@example.com,PAYPAL,FR,2026-08-01T10:22:10
ORD-000114,CUST-9464,474.55,user_702@example.com,DEBIT_CARD,DE,2026-08-02T03:47:18
ORD-000115,CUST-4937,348.4,user_4021@example.com,APPLE_PAY,US,2026-08-01T13:23:16
ORD-000116,CUST-5820,118.58,user_1994@example.com,PAYPAL,FR,2026-08-01T23:26:08
ORD-000117,CUST-8753,281.2,user_2817@example.com,APPLE_PAY,FR,2026-08-01T22:02:37
ORD-000118,CUST-6764,354.4,user_2220@example.com,PAYPAL,UK,2026-08-01T18:23:37
ORD-000119,CUST-2976,363.43,user_2585@example.com,CREDIT_CARD,FR,2026-08-01T16:44:27
ORD-000120,CUST-4138,116.03,user_3967@example.com,PAYPAL,FR,2026-08-02T05:06:05
ORD-000121,CUST-5636,490.45,user_1591@example.com,PAYPAL,CA,2026-08-01T23:08:21
ORD-000122,CUST-3939,158.11,user_4376@example.com,DEBIT_CARD,UK,2026-08-01T11:39:25
ORD-000123,CUST-1893,281.15,user_1035@example.com,APPLE_PAY,US,2026-08-01T10:26:47
ORD-000124,CUST-5658,240.0,user_3609@example.com,PAYPAL,CA,2026-08-01T11:52:14
ORD-000125,CUST-5136,471.12,user_3914@example.com,CREDIT_CARD,US,2026-08-02T00:35:21
ORD-000126,CUST-9056,46.3,user_440@example.com,DEBIT_CARD,CA,2026-08-02T06:29:32
ORD-000127,CUST-5978,51.74,user_2034@example.com,CREDIT_CARD,FR,2026-08-02T01:09:08
ORD-000128,CUST-4697,390.09,user_3117@example.com,APPLE_PAY,DE,2026-08-01T20:49:34
ORD-000129,CUST-8025,159.64,user_494@example.com,CREDIT_CARD,CA,2026-08-02T08:46:27
ORD-000130,CUST-4457,139.68,user_666@example.com,DEBIT_CARD,CA,2026-08-01T16:19:42
ORD-000131,CUST-2229,86.7,user_3347@example.com,APPLE_PAY,FR,2026-08-02T03:06:32
ORD-000132,CUST-5771,25.99,user_2361@example.com,PAYPAL,DE,2026-08-01T12:35:29
ORD-000133,CUST-4824,462.72,user_4832@example.com,DEBIT_CARD,DE,2026-08-01T14:10:43
ORD-000134,CUST-9922,120.16,user_1221@example.com,PAYPAL,CA,2026-08-01T12:35:59
ORD-000135,CUST-1977,91.3,user_2520@example.com,PAYPAL,DE,2026-08-01T14:31:39
ORD-000136,CUST-8679,347.45,user_3298@example.com,PAYPAL,FR,2026-08-02T05:39:36
ORD-000137,CUST-9090,224.5,user_4900@example.com,CREDIT_CARD,DE,2026-08-01T21:44:07
ORD-000138,CUST-5102,22.67,user_1876@example.com,CREDIT_CARD,UK,2026-08-02T06:58:49
ORD-000139,CUST-1659,383.92,user_1436@example.com,APPLE_PAY,FR,2026-08-02T09:43:14
ORD-000140,CUST-8245,458.88,user_1487@example.com,APPLE_PAY,DE,2026-08-01T13:19:19
ORD-000141,CUST-8700,180.5,user_2731@example.com,PAYPAL,US,2026-08-01T15:51:19
ORD-000142,CUST-6403,211.71,user_4059@example.com,PAYPAL,DE,2026-08-02T06:01:42
ORD-000143,CUST-1601,232.86,user_2577@example.com,PAYPAL,UK,2026-08-01T14:13:14
ORD-000144,CUST-7622,433.81,user_10@example.com,APPLE_PAY,DE,2026-08-01T11:58:24
ORD-000145,CUST-4073,264.04,user_4084@example.com,APPLE_PAY,US,2026-08-01T17:24:40
ORD-000146,CUST-5375,279.12,user_2360@example.com,APPLE_PAY,DE,2026-08-01T14:25:15
ORD-000147,CUST-1472,486.84,user_4988@example.com,DEBIT_CARD,CA,2026-08-01T21:18:50
ORD-000148,CUST-1224,280.6,user_764@example.com,DEBIT_CARD,US,2026-08-02T02:48:02
ORD-000149,CUST-2924,327.38,user_1262@example.com,APPLE_PAY,UK,2026-08-02T04:31:38
ORD-000150,CUST-5479,213.59,user_3953@example.com,APPLE_PAY,CA,2026-08-02T02:37:51
ORD-000151,CUST-3369,197.96,user_4911@example.com,DEBIT_CARD,US,2026-08-01T20:03:28
ORD-000152,CUST-7798,176.54,user_4160@example.com,PAYPAL,US,2026-08-01T20:17:52
ORD-000153,CUST-5891,420.36,user_4751@example.com,APPLE_PAY,CA,2026-08-02T02:15:29
ORD-000154,CUST-9824,247.33,user_2724@example.com,APPLE_PAY,DE,2026-08-01T21:42:56
ORD-000155,CUST-4090,490.58,user_1957@example.com,APPLE_PAY,CA,2026-08-02T00:57:21
ORD-000156,CUST-1715,165.91,user_3875@example.com,APPLE_PAY,DE,2026-08-02T09:44:21
ORD-000157,CUST-3492,252.71,user_304@example.com,DEBIT_CARD,FR,2026-08-02T07:29:16
ORD-000158,CUST-6439,436.15,user_3607@example.com,CREDIT_CARD,FR,2026-08-02T02:38:10
ORD-000159,CUST-1251,364.0,user_3359@example.com,DEBIT_CARD,US,2026-08-02T03:05:37
ORD-000160,CUST-5342,175.9,user_3257@example.com,CREDIT_CARD,UK,2026-08-02T05:25:42
ORD-000161,CUST-7226,477.53,user_3998@example.com,CREDIT_CARD,FR,2026-08-01T12:29:28
ORD-000162,CUST-4846,319.27,user_2355@example.com,DEBIT_CARD,US,2026-08-02T01:48:01
ORD-000163,CUST-2612,382.58,user_824@example.com,APPLE_PAY,CA,2026-08-01T20:54:11
ORD-000164,CUST-1474,32.54,user_460@example.com,PAYPAL,UK,2026-08-01T23:38:51
ORD-000165,CUST-8056,81.33,user_4352@example.com,APPLE_PAY,FR,2026-08-01T16:33:20
ORD-000166,CUST-3785,95.78,user_4993@example.com,APPLE_PAY,FR,2026-08-01T18:46:06
ORD-000167,CUST-9153,457.29,user_1173@example.com,DEBIT_CARD,DE,2026-08-02T09:13:31
ORD-000168,CUST-5161,235.19,user_77@example.com,APPLE_PAY,UK,2026-08-02T05:54:03
ORD-000169,CUST-3588,46.19,user_2831@example.com,PAYPAL,DE,2026-08-01T19:06:20
ORD-000170,CUST-8484,424.2,user_1632@example.com,APPLE_PAY,DE,2026-08-01T13:52:59
ORD-000171,CUST-4886,196.87,user_2941@example.com,PAYPAL,UK,2026-08-01T10:47:55
ORD-000172,CUST-7484,144.5,user_4637@example.com,CREDIT_CARD,FR,2026-08-02T04:05:07
ORD-000173,CUST-5689,390.11,user_1886@example.com,PAYPAL,CA,2026-08-02T09:10:42
ORD-000174,CUST-4115,314.24,user_1121@example.com,CREDIT_CARD,US,2026-08-01T21:14:52
ORD-000175,CUST-8222,26.35,user_2989@example.com,DEBIT_CARD,US,2026-08-01T20:44:40
ORD-000176,CUST-6352,376.27,user_1439@example.com,DEBIT_CARD,CA,2026-08-02T05:38:21
ORD-000177,CUST-6994,270.12,user_2233@example.com,DEBIT_CARD,UK,2026-08-02T03:32:36
ORD-000178,CUST-5835,375.81,user_2775@example.com,CREDIT_CARD,DE,2026-08-01T12:44:29
ORD-000179,CUST-3306,379.53,user_1849@example.com,APPLE_PAY,FR,2026-08-01T23:19:02
ORD-000180,CUST-2479,397.43,user_115@example.com,PAYPAL,FR,2026-08-01T14:29:59
ORD-000181,CUST-8451,190.61,user_2148@example.com,APPLE_PAY,UK,2026-08-01T13:56:41
ORD-000182,CUST-4830,241.02,user_4600@example.com,PAYPAL,FR,2026-08-01T18:03:35
ORD-000183,CUST-2035,321.35,user_3804@example.com,PAYPAL,DE,2026-08-01T14:14:52
ORD-000184,CUST-3290,32.22,user_305@example.com,PAYPAL,DE,2026-08-01T14:13:40
ORD-000185,CUST-2592,125.05,user_4404@example.com,DEBIT_CARD,DE,2026-08-02T02:30:59
ORD-000186,CUST-7078,338.54,user_4426@example.com,APPLE_PAY,FR,2026-08-01T15:37:33
ORD-000187,CUST-7797,330.91,user_4009@example.com,APPLE_PAY,UK,2026-08-01T11:11:28
ORD-000188,CUST-7070,116.46,user_3643@example.com,DEBIT_CARD,UK,2026-08-01T13:37:02
ORD-000189,CUST-7018,276.79,user_2939@example.com,CREDIT_CARD,DE,2026-08-01T20:02:40
ORD-000190,CUST-4109,484.42,user_3726@example.com,CREDIT_CARD,CA,2026-08-02T09:21:49
ORD-000191,CUST-1349,34.78,user_2733@example.com,DEBIT_CARD,CA,2026-08-02T06:33:20
ORD-000192,CUST-4362,43.62,user_4541@example.com,DEBIT_CARD,FR,2026-08-01T17:51:45
ORD-000193,CUST-4817,170.99,user_1209@example.com,CREDIT_CARD,UK,2026-08-01T15:16:04
ORD-000194,CUST-3129,274.71,user_1430@example.com,CREDIT_CARD,US,2026-08-01T14:47:55
ORD-000195,CUST-1243,185.54,user_1950@example.com,PAYPAL,US,2026-08-01T16:20:38
ORD-000196,CUST-5347,35.68,user_3449@example.com,CREDIT_CARD,US,2026-08-02T03:20:22
ORD-000197,CUST-8344,391.23,user_4205@example.com,CREDIT_CARD,DE,2026-08-02T04:20:39
ORD-000198,CUST-4629,473.25,user_356@example.com,PAYPAL,DE,2026-08-02T09:25:23
ORD-000199,CUST-1510,39.8,user_3924@example.com,APPLE_PAY,DE,2026-08-01T13:55:50
ORD-000200,CUST-9032,359.08,user_3634@example.com,CREDIT_CARD,US,2026-08-01T21:43:39
ORD-000201,CUST-3430,42.18,user_2253@example.com,PAYPAL,DE,2026-08-02T07:45:01
ORD-000202,CUST-9692,154.5,user_4142@example.com,APPLE_PAY,US,2026-08-01T14:09:56
ORD-000203,CUST-4522,220.73,user_1872@example.com,APPLE_PAY,UK,2026-08-02T02:30:41
ORD-000204,CUST-7532,213.83,user_779@example.com,PAYPAL,DE,2026-08-01T21:22:43
ORD-000205,CUST-5176,193.41,user_1251@example.com,APPLE_PAY,US,2026-08-01T13:19:17
ORD-000206,CUST-2398,55.68,user_792@example.com,PAYPAL,CA,2026-08-02T06:15:24
ORD-000207,CUST-1982,297.37,user_4601@example.com,PAYPAL,US,2026-08-02T00:57:25
ORD-000208,CUST-6793,438.07,user_3465@example.com,CREDIT_CARD,UK,2026-08-02T07:51:36
ORD-000209,CUST-6119,182.31,user_4735@example.com,DEBIT_CARD,CA,2026-08-02T09:54:39
ORD-000210,CUST-8900,119.88,user_887@example.com,PAYPAL,FR,2026-08-01T23:22:56
ORD-000211,CUST-2882,383.68,user_4704@example.com,DEBIT_CARD,DE,2026-08-02T06:25:26
ORD-000212,CUST-1430,308.41,user_2191@example.com,CREDIT_CARD,CA,2026-08-01T19:56:58
ORD-000213,CUST-6062,461.55,user_2876@example.com,CREDIT_CARD,CA,2026-08-01T15:12:56
ORD-000214,CUST-7566,44.1,user_252@example.com,CREDIT_CARD,FR,2026-08-01T17:49:57
ORD-000215,CUST-7163,215.72,user_2793@example.com,DEBIT_CARD,UK,2026-08-01T21:20:46
ORD-000216,CUST-6314,390.65,user_4650@example.com,CREDIT_CARD,US,2026-08-01T15:39:52
ORD-000217,CUST-3579,379.67,user_408@example.com,CREDIT_CARD,UK,2026-08-02T02:07:59
ORD-000218,CUST-7947,247.97,user_3622@example.com,APPLE_PAY,UK,2026-08-01T17:50:55
ORD-000219,CUST-9394,65.77,user_3522@example.com,CREDIT_CARD,UK,2026-08-02T07:35:43
ORD-000220,CUST-8972,268.2,user_2527@example.com,CREDIT_CARD,CA,2026-08-02T00:23:27
ORD-000221,CUST-1897,13.77,user_2470@example.com,DEBIT_CARD,CA,2026-08-01T19:18:11
ORD-000222,CUST-5742,170.78,user_64@example.com,APPLE_PAY,DE,2026-08-01T16:23:48
ORD-000223,CUST-3116,196.3,user_1886@example.com,PAYPAL,US,2026-08-02T00:27:24
ORD-000224,CUST-1693,223.75,user_3767@example.com,CREDIT_CARD,UK,2026-08-02T06:57:45
ORD-000225,CUST-8033,290.97,user_3422@example.com,PAYPAL,US,2026-08-02T00:44:48
ORD-000226,CUST-1341,483.44,user_1408@example.com,APPLE_PAY,UK,2026-08-01T13:12:31
ORD-000227,CUST-8155,423.8,user_1994@example.com,APPLE_PAY,FR,2026-08-02T00:34:47
ORD-000228,CUST-9584,48.54,user_2542@example.com,PAYPAL,CA,2026-08-01T22:07:35
ORD-000229,CUST-3754,47.43,user_935@example.com,DEBIT_CARD,UK,2026-08-01T22:46:59
ORD-000230,CUST-3419,125.77,user_1200@example.com,PAYPAL,CA,2026-08-01T16:19:00
ORD-000231,CUST-3504,382.51,user_618@example.com,DEBIT_CARD,DE,2026-08-02T02:53:31
ORD-000232,CUST-8354,343.76,user_4625@example.com,PAYPAL,UK,2026-08-01T15:29:46
ORD-000233,CUST-8205,43.46,user_3623@example.com,PAYPAL,UK,2026-08-02T07:31:58
ORD-000234,CUST-1920,182.45,user_608@example.com,PAYPAL,DE,2026-08-02T02:27:13
ORD-000235,CUST-1616,37.88,user_2352@example.com,CREDIT_CARD,US,2026-08-02T08:23:30
ORD-000236,CUST-9307,198.4,user_4755@example.com,CREDIT_CARD,DE,2026-08-02T06:48:48
ORD-000237,CUST-4084,167.55,user_3897@example.com,DEBIT_CARD,US,2026-08-02T02:24:10
ORD-000238,CUST-2695,407.37,user_2814@example.com,CREDIT_CARD,FR,2026-08-02T09:31:29
ORD-000239,CUST-3827,29.18,user_3587@example.com,APPLE_PAY,FR,2026-08-02T05:01:57
ORD-000240,CUST-3600,188.31,user_2318@example.com,APPLE_PAY,DE,2026-08-01T22:19:10
ORD-000241,CUST-1857,396.72,user_2742@example.com,CREDIT_CARD,UK,2026-08-01T13:26:27
ORD-000242,CUST-7333,149.23,user_4938@example.com,DEBIT_CARD,UK,2026-08-01T12:58:02
ORD-000243,CUST-3317,459.21,user_2542@example.com,APPLE_PAY,CA,2026-08-02T07:39:53
ORD-000244,CUST-2388,161.7,user_3086@example.com,PAYPAL,CA,2026-08-02T05:09:55
ORD-000245,CUST-2531,326.55,user_3469@example.com,PAYPAL,US,2026-08-01T23:12:06
ORD-000246,CUST-6060,98.33,user_1755@example.com,PAYPAL,DE,2026-08-01T16:59:26
ORD-000247,CUST-4711,499.99,user_1270@example.com,CREDIT_CARD,UK,2026-08-01T13:40:56
ORD-000248,CUST-9317,387.73,user_4314@example.com,CREDIT_CARD,UK,2026-08-02T08:30:06
ORD-000249,CUST-3147,302.65,user_1264@example.com,DEBIT_CARD,CA,2026-08-02T08:44:45
ORD-000250,CUST-3712,363.38,user_358@example.com,APPLE_PAY,UK,2026-08-01T18:38:53
ORD-000251,CUST-8277,309.19,user_3678@example.com,DEBIT_CARD,FR,2026-08-01T18:42:28
ORD-000252,CUST-6070,483.14,user_3843@example.com,DEBIT_CARD,UK,2026-08-02T06:46:06
ORD-000253,CUST-8218,236.22,user_2309@example.com,APPLE_PAY,FR,2026-08-02T05:12:15
ORD-000254,CUST-7859,483.47,user_1636@example.com,DEBIT_CARD,UK,2026-08-01T11:53:59
ORD-000255,CUST-8873,438.32,user_4543@example.com,CREDIT_CARD,FR,2026-08-01T14:32:21
ORD-000256,CUST-5670,51.1,user_1314@example.com,PAYPAL,DE,2026-08-02T04:41:26
ORD-000257,CUST-3414,417.21,user_752@example.com,DEBIT_CARD,DE,2026-08-01T22:43:40
ORD-000258,CUST-1436,213.3,user_3248@example.com,PAYPAL,CA,2026-08-02T00:03:35
ORD-000259,CUST-2337,193.71,user_231@example.com,PAYPAL,US,2026-08-02T09:39:51
ORD-000260,CUST-6493,397.78,user_1128@example.com,CREDIT_CARD,UK,2026-08-02T03:12:05
ORD-000261,CUST-3273,381.83,user_3843@example.com,APPLE_PAY,FR,2026-08-01T10:11:28
ORD-000262,CUST-2298,19.31,user_1767@example.com,DEBIT_CARD,FR,2026-08-02T08:10:07
ORD-000263,CUST-9647,217.39,user_2361@example.com,DEBIT_CARD,UK,2026-08-01T14:26:10
ORD-000264,CUST-1782,126.84,user_3745@example.com,CREDIT_CARD,US,2026-08-02T04:11:53
ORD-000265,CUST-9782,18.05,user_4222@example.com,DEBIT_CARD,CA,2026-08-01T20:36:17
ORD-000266,CUST-8032,10.77,user_2891@example.com,DEBIT_CARD,FR,2026-08-02T01:10:00
ORD-000267,CUST-4068,335.54,user_702@example.com,PAYPAL,US,2026-08-02T05:09:11
ORD-000268,CUST-9914,258.59,user_4159@example.com,CREDIT_CARD,DE,2026-08-02T03:07:01
ORD-000269,CUST-1713,321.48,user_3059@example.com,PAYPAL,US,2026-08-01T23:00:05
ORD-000270,CUST-2106,178.95,user_850@example.com,PAYPAL,CA,2026-08-01T11:36:51
